Structure [idcode]	Molecule Name	_SMILES	_CXSMILES_Data	Stereo Centers	cLogP	H-Acceptors	H-Donors	Stereo Centers 2
fnkha@A^BgIE@dDRFQSRIESRJKIPlDzJ\u[UUTuTsUUP@@ !B@hctQpJHbOw|bK\B?g~w@`T`o{ZdiJR[fzRdiDCVrS~diJHO\Iv[iJRdiJP	Z4386166551	COC1(C(F)F)CN(C(=O)C2(C3=NNN=N3)CC3(CCC3)C2)C1		0	0.0814	7	1	12
fewXb@HDYzISN@DYHeEhdeDYhmDelDtzNQsiZjijZ``JP@@ !BosFfpLwPmpKPtm~fAe|dyFU`hDV`QURDwzXdyLwPnrn?LPJHmpH@?ovHs|tBb@JH?X`	Z5395656592	CC1=NN(C2=CC=CC=N2)C(C(=O)NC2=NSC(C3CCOCC3)=N2)=C1		0	2.9692	8	1	15
ffcPP@IN@bflbbTRTTQTVtPiN}dkUMUMUURp@@ !BtMIN`AaSYrq`Foy?YrplYvAeYuO~@A}e@Ox_FeLXYQ|@?g?~DEVVOw?~	Z4344468982	CCC1=NOC(COC(=O)C2=C(C)N=C(CC3CC3)O2)=C1C		0	2.6038	6	0	9
fnkqb@KQkpqPRFQRJKKSPjJIJDyKVVekUAACTmSPp@@ !BUKn{JuR{aEP_Fj[_aER{J{lkGqjfwyg@nrl_Fklkf\C~_q|ZGqh_YUMgf\@	PV-002721060481	O=C(NC1=CC=CC2=NON=C12)C1=CC(C2(F)COC2)=CC=C1		0	2.7353	6	1	6
fbmqb@NF|rJPAFRJIRqISIZXeMV]zifjiZZj@@ !BFELZXOy?FBp@?hc}m?vw@oy?m?vw?Q|Z?g}SYq}e_?{}m?vH_?x	Z6058199612	COC(=O)C1=NC2=C(CCN(C(=O)C3=CCCS3)C2)N1		0	0.0124	6	1	13
fcoIa@DLDnwi`bFrFQQIQZJIJJsIPjZcKNkv@BfjV`BIh`@@ !B?Xa??`JH?Xc}b@JH_?xBbELXTv_}b@C~GvT_Fg?~@h`@?ovH@OxBb@JH?X`@?`JH@O{}b@JH	PV-009734025170	CCN(C(=O)C1=CC=C(C(=O)NC)C(F)=C1)C1=CC(Cl)=NC(C2=COC=C2)=N1		0	3.2717	7	1	13
fcYb@BJSfnyEVBPrJJIKQYQIJKJEJLEDmVswAACUUSUTlS@@@ !BYVC_ieRDJ{meXFU`Fa}TaLBYJ{meXAh_`KZsvAh_|iCrdEMgXFVsvBqg?g~H@hc}bOw~_x`B	PV-009094905818	O=C(NCC1=NN=C2C(=O)NC=CN12)NC1=CC(C2CCOCC2)=CC=C1F		0	0.8667	9	3	5
fcI`@DRCTF]yEEEEhhhkeieDejBuypYkZhHbhjZjjb`@@ !Bb@K~@Ha}fzRdiOy?b@JdiHa}mwvH__x@fzRdiH`BiJRH__x@b@Jw@k\Bmww~@K\BmpK~@ETP	PV-007033814300	CC1=CC(C)=C(C(=O)N2CC3(CN(C(=O)CN4CCC(O)CC4)C3)C2)C(C)=N1		0	1.1788	7	1	4
fcwq`@DAbBj|bbbdRTLbRjtLbM`iJuUUAUACUU@@@ !B^}RO[Vx@?g}GCFx@@AE?[d]sw}fpDa_lw|Ymcsas[X}n@Fx@_?xW{HuP?[_}m{\BbOw}mw?~	PV-004387017562	COCC(C)(C)C(=O)N1CCN(C(=O)C(C)(C)C2=CC=CN=C2)CC(C)(C)C1		0	3.0021	6	0	9
fkXb@NZst\uUAHYEEDeCCEDeliheBrR\sWAApuUUSMUD`@@ !B@k_}mpC~_?xBmpJw_?{}mpC~_?xBmpC~?[^iOq@j?[]xbwbKDBixbzd?DBihXsj`vHp@wkOXl}`	PV-007538901095	CCN(C(=O)C1=C(C#N)C(F)=CC=C1)C1CCN(C(=O)C2=NN=CN2CC)CC1		0	1.7574	8	0	7
fegHa@E^rvTPQB@cHheBeMEMeMHhTRcoCgSUSUUMURm@@@ !B@OxlYrpXXAi`YVU`YVAeXERDwzXknvU`nuPknrn{_vDcJItOCzJ]CwB]rT@OgS?VfzP	PV-009556650898	CN(C(=O)CCC1=C(Cl)SC=C1)C1CN(C(=O)C(C)(C)N2C=CC=N2)C1		0	1.8978	6	0	13
fi{Q``ANyGHHa`QvPGHYEEDiXdlhhYMiQakU[SLuUUMUUT@@ !BUHR@LYg@@k_RtH`B@O{}mw?~@k_}m?vw@k]oUZd?A{PhHv}UUQ@j[v}U[uUoURio	PV-006897601226	CN(C(=O)C1(O)CC(F)(F)C1)C1CCN(C(=O)C2=CSC=C2Cl)CC1		0	2.289	5	1	9
fj}H`@DTCdGdfVUZUg^UcQSejBBhfjb`@@ !B@OxBmpJH?[\@?ovH?[\Bb@JHbOvw@ovw?XaeXEBr?g}}mqi`FBrH?P	Z6394540224	CNC(=O)C1(CNC(=O)C2=CC3=C(C=N2)CNC3)CCC1		0	-1.0329	6	3	2
fmgib@LDhELmF@DYHhilhiieDmHgIb`TtsTsSMUUUP@@ !BXAiSFOx@FELlFG?~tMI??hD@FEO}bOvwXAk~_w?~KF\ZXFAe_?xZXFAeGqhZGv@ZGvTZGp	Z3541770650	CCOC(=O)CC1=NN=C(NC(=O)C2=CN(C(C)(C)C)N=C2C(C)(C)C)S1		0	2.5325	8	1	12
ek`ZD@@DMKGC`@lbbbbtRQrfbRfRrhDtljZfVZhHbJX@@Bx@@@ !BiIl`^`U_bOtBbE|EiIlBb@U_fzPEWpJHiIlBbOvH_?xBb@C~?X`Bb@JH?X`@?`JH@h`@?`JH@h`	PV-005841175081	CC1=CN=NC=C1C(=O)N1CC(CNC(=O)C2=CC=C3C=C(C#N)C=CC3=C2)C1		0	2.1548	7	1	5
fmwQS@IQhKvZ`dDRFICHiBdihdmLeMHekN{NZzjijjjfjjj@@ !BOyZVPJd?OyX?eeTPUQ@?ekQxUQA@j[QxmGa@jTBV?`C~@H`BbOw~@@C~fzRdi@JHiJS}b@	PV-005940091527	O=C(COCC(F)(F)F)N1CCC(O)(CNC(=O)C23CC(CCO2)C3)CC1		0	0.1431	7	2	7
fbyQ`@DVAhvQQQRIHqKSQjjjfjj@@ !BKxw~_{\BbOvw?PJHmpK}mxc}m?tBbOy?b@Jw?_vHbOw~@K_}bOp	Z5580794503	CCCN(CC(=O)N(C)C)C(=O)C(C)(C)COC(C)C		0	1.6373	5	0	10
fegpP@DBl@qZyEDhdmeLdiEDlZ\dioVhDBZjijjH@@ !B@k\@?ovw@k\Bmw?~?[_}m?vw_?{}mw?~@k_}m?vw?[_PsVT_YrsXDdz?_?ygT}CMtLt	Z7572028073	CCOC(=O)C1(CCNC(=O)C2=CC=C3C(=O)NC=CC3=N2)CCCC1		0	1.438	7	2	14
fbmQa@EVxHpIADadTtbbjTRRRYIwdyjjZjZ@HDXTh@ !Bw_\]CXPkUHRDJrn{@EEeXBn{J{lZGvAeTv_~_rqgaBnYwyg_aBl	PV-006948640041	O=C(O)[C@]1(C(F)F)C[C@@H](NC2=NC3=CC=CC=C3O2)C1		0	1.4815	5	2	4
fleab@IBbd@PeLjsklwEZMPPRUULH@@ !B_?xBbOvw?X`BbG?~_?{MtHAN?XbDUJ[@_?{Ptg?~?g}N`AaS	PV-003043034476	CC(C)C1=CC=C(SCC2=NC(C(=O)O)=CO2)C=C1		0	2.809	4	1	13
fmgHQ@FQjngL}AHHdLbdtTfbRRnTrTrlxLZijjjjfikh@@ !BTKHDzovH@k]??`JHFBqTn|?M?X`@?mCM?[]NopJH@h`@?`JH@O{}bOvH@h`@?ovH?Xc}b@	PV-006638690684	COC1(C(F)(F)C(=O)N2CCN(C(=O)CNC(=O)CC#N)CC2)CCCC1		0	0.1555	8	1	9
fe{ib@LLefjmN@DYHhldeEeEIiTdlTjvfZijZiijh@@ !BTqaSYq}eFf@_Fai`YuO@if]SEaqTntz?pJ[PsV]Sim~YpLBfGqk~_uMgGvU??fT__?x	Z6103460335	CCN1N=C(C(=O)NCC2=CSC(CNC(=O)OC(C)(C)C)=N2)C=C1C		0	0.9333	8	2	2
ff}Hb`KASTqPQAIBT`jP|DYEEEhYCLhdmF\bfB@jfijXP@@ !B_?{}m?vH@k]??g?~?Xc}m{\BbOw}mpJw_?{}m}KOosF{Jyg_Sk}gT}CM	Z7797782849	NC(=O)C1=NN=C(NC(=O)C(F)(F)C2=CC=CC(Cl)=C2F)S1		0	1.5912	6	2	3
ff}HR@FRmySleAbILkZslvsSaZpAEMSUMD@@ !B_?{}bOvw_?y??ovH?[\BbG?~@O{}bOvw?X`Bmw?~tmB?SovwpJZ{UIg@	PV-009137087182	CNC(=O)NC1=CC=C(Br)C=C1NC(=O)CN1CCOC1=O		0	0.7972	8	3	12
flyI`@BN|DBCYEMHeEENheEKUUUMTl@@ !B}D^H@oy?@O{~_w?~@k\@?g?~_?{~@If}@Ox@?bpXKF]`YV@Z	Z4886602761	CC(C)C(NC(=O)CN1N=CC=N1)(C(=O)O)C(C)C		0	-0.1022	7	2	14
fjuhb@LBehLD@BLddJRtRrRTTtYZjjVjjh@@ !B?g?~@G?~@O{}b@C~?X`@?bqgKAa`FfAeFBpXKA`lFBsPsSF@s\?Rt@	Z4168981494	CCNS(=O)(=O)CCN1C=C(CCCN(C)C(C)C)N=N1		0	0.4112	7	1	6
fi{iP@DJtXHG^[wHheDheDiedjieVCENVhHabijfb`@@ !B@OxBmpJH?[\@?ovH?[\Bb@Jw@hcRs{|q?X`ZGq`lnrnYwpC~FEMNotz?YuOPsTz?	Z7592526208	COC(=O)CN1C=NC(CNC(=O)C2=CN=CC=C2C2OCCO2)=N1		0	-1.893	10	1	6
fakQP@L^@cSbyEDeHiXmBiDdmVkuoVjjZejjjj@@ !BlnueG|BfwyeTnz[_f\C_fXANf]?RspJHbOw}b@C~@h`@?ovHfjHBb@JHXcc}b@	Z5565528933	CC(C)(C)OC(=O)NC1=C(C(=O)NC23CCC(CC2)OC3)OC=C1		0	2.0614	7	2	1
fcwi`@DXD[pJmrJIJJIJIPkQQRVz|YsUAHUEUMUP`@@ !B@hc}b@C~_?xBm?vw?Xb@L\wO_?y??j[_UHRDJ?vH?[]TaCF??[^w@fU`pIdqox@qotyTaERD	PV-008943942624	CCOC(=O)CN1N=C(C(C)(C)C)C=C1NC(=O)NC1=CC=NC(C(C)C)=C1		0	2.9046	8	2	7
fasha@DTyKmV`bBaFQQJIISFJISFPeHiiZjj@`iZ@@@ !BFfA`FeLX?`@lFG?~FBqeXG?~LXCPs_vH_?xBbOvH?[_}b@JH_?xBbK\BbOtBb@	Z4238818504	CC1=C(C)C(NCC2=C(Cl)N=C(N(C)C)N2C)=CC(S(N)(=O)=O)=C1		0	1.4928	7	2	12
fj}@a@HH@D\dLddLtVffRrTekp\eV```@JhH@@ !B?g?~@@C~_?xBb@Jw?X`@?`C~@h`Bm?vH@OxBb@JH@OxBb@JH^KPPUP	PV-007323946430	CS(=O)(=O)C1=CC=CC(C2=CC=C(CC3CC3)C=C2)=C1F		0	3.4992	2	0	2
figqP@DRbBfl}rJIQIQRFZiSQHTkA]{hvjZjjjfZVh@@ !Bs}Hq`F]SFBs~_q|ZFBp_YUMgYVASFA`lKF^svK~IKF\XKMCMSk|XKFAe?`@lFF@Z	PV-003494770986	O=C(NC1CC(O)(CNC(=O)C2=C(C3CC3)N=CO2)C1)C1=COC=C1		0	0.8694	8	3	14
fjm`a@NJJBPQHYEIleEEmEDbRb\uUUMPDE@@@ !B@k^w?PJwb@JH@`Jw@k\@?ovw@k\BbOvw@h`@?ovH@h`BmpJH?X`Bb@	Z5591336487	CCN(CC1CC(F)(F)C1)C(=O)CC1=CC=C(O)C=C1C		0	2.9731	3	1	6
figHC@IZ]T@PrPmHYHheDmhdbhdidISoE[t]APQTl@QQD@@ !BnuRYwz[@GvVYwv@ZnuR{UIg_GvUTn|?MnuS}mtz?nrnfwq|Znrn{J?y?Gqh_YUMg	PV-002791433148	FC1=CC=C(SCCN2C=C(C3=CC=C4CCNC4=C3)N=N2)C(F)=C1		0	2.9074	4	1	1
fikQc@CQutX@`laVPrQQIIPpqIYJPsb`qhHJFjjjfH@@ !B@O{}mpJH@k_}mpC~@O{}mpJH@k\@?ovH_?xBbOvH?X`BbOvH?Xbw?X`B?Xa??`JH	Z5398927760	CCCSC1=CC=CC(C(=O)N2CCN(CC(F)(F)C(=O)O)CC2)=C1		0	1.7844	5	1	11
ffcpc@BNBZpLSPQVPrJJIQRzPjIILUrVRpPUDm@AB@@@ !BXAjfpHPkTqa`Ff@ZKAa??ox@aBlXKELXKF\XKMCMSk|XKMCMtLtXKA`l	PV-006953146022	CN1C=C(S(=O)(=O)NC2=CC(F)=CC=N2)C2=CC=CC(Br)=C21		0	2.3074	5	1	5
fakX`@HDd{vP\rQJKQQIJKYFKXIhshtmREAQUUH@@ !BilBH?XANaEQNopJHbOv{J?vH@OzYw}KO@h`Bb@JwUKl@?`C~UKmeG|BfYQ}eGp	Z5087932061	CCCN(C)CC1=CC=C(C2=NC(C3=NC=CN=C3NC)=NO2)O1		0	1.0831	8	1	11
ek`TDD@ABnF`IABPRZ}nUUUunUHhl\bRvNjjZjh@jX@H@@@ !B?g|@?oy?_?y??oy?VMNw?Vy?E~p{jq|eosZuk?vw_?y??ovw?[_}mw?~?Xc}mpJw_?{}m?vw_?x	PV-009133254802	O=C(NCC1=CC=C2CCN(C(=O)C3CC(F)(F)C3)CCC2=C1)C1=CC=CC=C1		0	3.8167	4	1	15
fcYC@JZ\FN{@dDRFICHiCDhemLheDeDeIR\cwM]TAAsSUAPPP@@ !BFa}`Fa}eFa?@fRn{Fa?_iah_J{o_iah_J{o@fQh_Tv]`YRqg?g|XKIg_aBllYq`laBnYwq`l	PV-008884273841	N#CC1=CC(C(=O)NC2=NC3=CC=CC=C3N2C2CNC2)=CN=C1C(F)(F)F		0	2.4983	7	2	6
feghb@LVBT_i`BLdTQTRVRTrRbRVJJut]Lp@UMT@E@@@ !BmpJDUJ[@s|wMt@JH?X`@?`JH@h`@?`JH@hc}bG?~@hc}bOvH?Xa??`JH?Xc}b@JH@h`	PV-008733392643	CC1=NC(C2=CC=C(CNC(=O)NCCC3=NC=NC(O)=C3)C=C2)=CS1		0	2.0706	7	3	4
fmwp`@DLtBnQQQRIJIJJIKQ\nkdhymUUUTEKDEP@@ !B_?{}bOvw_?xBbAAUA{RiOw?~@hahGCj_[uUoU_vH?[\BbK\BvKL@pZd?_?xBbG?~?[]??`	PV-006297317526	CC1=CC=C(CN(CC(C)C)C(=O)C2(N3C=CC=N3)CCOCC2)C(C)=C1		0	3.35	5	0	8
fi{Pb`FNqXD`bP[H]dArFQRYJYIZYJQERLxkRRuU@AMUUUQ@@@ !B[uViP@Jw_?{}m?vw_?xBm?vw?[\BmpJw?[\@?`Jw@k^H@`Jwm?tBmpJw@k^H@b_S	PV-009846369813	CC1(CNC(=O)C2=CC=C3NCC(F)(F)OC3=C2)CC(C(F)(F)F)C1		0	4.0353	4	2	15
fmwqb@MAgIRPQFQQQIKPqIYSQQKLyxHypDEMUTpDDP@@ !B?[]??`Jw?[_}bOvw@k_}b@Jw@ha??ovH?[]??g?~?[]??ovw?X`BbG?~?X`@?ovH_?y??`	PV-005289317836	CC1=CC(C(=O)N2CCN(C(=O)CC3=CC=C(O)C=C3Cl)CC2)=C(C)C=N1		0	2.9431	6	1	7
ek`RDH@J@fnbD`ICHdidiEDebihhdhcOG@aeimjfjjjjZVjje@@@ !B_|E?pW?Aw_]CrG?A_|Fv`A|Zim~?mkZ@nrn{J{Z@im~{Jz[_Gqj{Jyg@?g|_Fa|ZGvVYpEMgf\@	PV-009250320288	CC1=CN2C=CN=C2C(C(=O)N2CCC(CNC(=O)CCF)(C3CCC3)CC2)=C1		0	2.3577	6	1	5
figha@J\LWnl`dDRBSVjo[Ll{tXJRZm{UUKMAAIUP`@@ !BilB?Sox@XFU`FbpXKAa`FfAeFELqo}CRFEOPtcF?Sh@XTqaSnuRH@cF?tmBYpGvH	PV-009519843653	CC1=NN=C(C2=CC=CC=C2NC(=O)C2=C3CC(F)(F)CN3N=C2)O1		0	2.3343	7	1	8
fnsIA@NRKWP@bdadbfbfQfTRTrPiQRVmADDt@ELD@@ !BGqjDUIg@nrnDUA|Zim|_Fklknrl_Fj[_im~{JvAeim~fwvAeTv_~_rqgFEL	PV-007159886289	CSC1=C(F)C=NC=C1NC(=O)CC1=CC=C2C(=C1)C=NN2C		0	1.7615	5	1	3
fegqa@ANgsTPRBICHiiEDTidleDedrW`m{UTuH@T@Ep@@@ !BmpKLVK\B?[^w@`JHlb}??`JH?[\EH@Jw_?{}m?vw_?{}mw?~?[_}bG?~_?{}bG?~_?x	Z7796136939	N#CC1=CC=C(OC2=CC=C(NC(=O)C3(C(F)F)CC(=O)C3)C=N2)C=C1		0	1.996	6	1	14
fighb@BLdXh``bLbbbReRdQfbRRHrsbuzNZfZjiffjj@@ !BjTBOxnPdmhCww]wpV~SWOLE?}}wwwQh_l}b?bRn{ivxZGvAeTv_~_rqgKF_~_uMg	PV-003964407506	CN1N=CC(Cl)=C1C(=O)NCC1(NC(=O)C2=CN3CCCC3=C2)CC1		0	1.2984	7	2	1
fkh`@DRt[XByEEEEheDmiMFeHePTmKNuSUMUUMUWU@@@ !BpIeTaAh_XP@@GeMgXFT@Gbqg_?{~_vD@@AyeGw?~JEq`YQ|ZYQ||aVD@XPAa@G}a@Aya@G}aXP@	PV-009435591263	CCC1=C(C(=O)N2CC(C)(NC(=O)CCC3(C#N)CCC3)C2)C=NN1C(C)(C)C		0	2.1588	7	1	11
fnsq@@DJZCHhhhdhd]hhdiVTXmVjZjZ`HJ`@@ !B@OxBb@Jw?X`@?lwO`CDBb@JHaBo_fZ[_@O{_fQ@jedAxbq@jA{PPJgbKA{P	Z4056260648	CCC1=C(C(=O)N2CCC(C3=CC=CC=C3CN)CC2)C=CN1		0	2.7832	4	2	15
fmwib@LRLxlDM@DYIIXdidlhdleLdIQkIrm@@@UUTuPP@@ !BbOvw@`JH?[\Bmw?~?[_}mpJw_?{}m?vw_?{}mpJw_?{}m?vw_?yoUZd?^HmoUV}U[uUoUP	PV-009148445541	CCCCC(=O)NC1CCN(C2=NC3=CC=C(S(N)(=O)=O)C=C3N=C2)CC1		0	1.5671	8	2	13
fj}Xb@LRtFIXH@DYIHThehddXdISoYJmUUUKTmRJQR@@ !BXAh_YVU`Fa}TaAh_UHR{UAh_nuQ`YUMgnuS~_rqgnuS_fTz@?XcOt`	Z3621265138	O=S(=O)(CCN1C=CC=N1)N[C@H]1C[C@@H](CN2C=NC=N2)C1		0	-0.9497	8	1	5
fcoPQ@EUeiwPRGICHhheEE\iDdbeLhpRRyK@QCUUUUMTT@@ !B@OxBmpJH@O{}mpC~@k\Bb@Jw_?xBbOvw?[\Bmw?~^[w}m?vwGT]??ovw_?{}bOvw?[^w@hc}	PV-008761294064	CC(C)CC(=O)NC12CCC(CNC(=O)C3=C(F)C=C(O)C=C3F)(CC1)OC2		0	2.1843	6	3	6
fa{Hb@LTdhwPABTs]ovrmkb`eIrwmLuUM@AUTP@@ !Bim~?Sk_}tLwMs?vHs\?Ps_vHtLtBb@C~?Xc}b@JH_?{}bOvH_?xBbOvH?X`Bb@	Z4591494621	O=C(CC1=CC=C2COCCC2=C1)NCC1=NN=C(C2CNC2)S1		0	0.317	6	2	12
ek`^HH@NCKHlbcg@IAIe]e[]eoYVaassHkXz@Bjffej`@J@@@ !B@OxBmpJH@Ox@?`JH@OxBb@Jw@h`BmxANs]BfpHQTLXBw@hQTilCMtLBY@h`BbOvH@OxBb@JH@Ox	Z5075189574	CCN(CC1=NOC(C2=C(C)N(CC3=CC=NC=C3)N=N2)=N1)C1=CC=C(F)C=C1		0	1.8537	8	0	3
fnsqb@LTEpNPABTs_srmjnJ^cUmLuU@DUUD@@ !B^DlwPpvoPHZFOz}rPHZo\`d@i{LI@IbLkwHI@@d@dGJo\gJPCY@MdGJPkwH	Z5188390087	CN(CC1=CC=C2OCCCCOC2=C1)CC1=NN=C(CO)S1		0	0.7553	6	1	1
fcQR@NNYhKU`BLdTRebtfrfbbTVQJV\wl}uJuUUMHTBU@@@ !BrS|OhjR[O|f[frAzAU~dfu|EiIn[fzRdiIndfpC~@k\Bb@C~?X`Bb@Jw@hc}b@C~@OxBb@Jw	PV-008803193716	CN(CC1(O)CN(C(=O)C2=COC(=O)C3=CC=CC=C23)C1)C(=O)C1=CC=CS1		0	0.861	7	1	8
fcoI`@DRlxGnyEDdhhddiEMxhdc^lz^vjjffjjBBJ@@@ !BYrsOsTz@L[}N`CF?hDUyHK_}aBldyBSdim?Mswd`tMH\Ev\lxk@Bm?vw@Oy??`Jw@k_}mpC~	PV-004340249490	COC1=CC=CC=C1N1C=C(CNC(=O)CC2CC(C)(C)OC(C)(C)C2)N=N1		0	1.751	7	1	11
fi{PR@G]XkU`RFQQQQQQZ]JIJY\dVoQpEDMMP@Ta@@@ !BGqj{Jyg@GqjfwxQTGqj{Jyg@XFV{Jyg@im|_Fklknrnfwq|Znrn{Jq|Z?g}SYq}e	PV-006752332777	COC1=CC=C(C(=O)NCC2=CC=C3NC=CC3=C2)C(C(=O)O)=C1F		0	2.0718	6	3	11
ek`\LH@NMGEBf`ICHhhddYdiDdhcIhVALfaimchHLfjjijjhj@@@ !B@k_}mpC~_?xBmpJw_?x@?`C~@k\Bb@C~@OziPJd?DBixmGbK^Ho@NZe@DBi??iY@DBk~@G?~_?x	PV-009732558567	N#CC1=CC=C(C(=O)NCC2(NC(=O)C3(C4CCC4)CC3)CCOCC2)C=C1F		0	2.1179	6	2	1
fmoaR@KDDXhpQFQQQIQUSQISQIPlepT\mgAAQSUPPTQP@@ !B?X`BbG?~pJ[}bOvHShATaG?~_?y??ovH?[]??`Jw?[_}mw?~@k_}bOvw?[]??g?~@k_}mp	PV-004306017161	COC1=CC=C2CCN(C(=O)CC3=CC4=C(OCO4)C(Cl)=C3)CC2=C1OC		0	3.4543	6	0	9
fhiy@@DLdkQg@RYf]YwdiwfjZejZ`@@ !BwzXknvU`Fa?_ibpXGqhZGuLX?`ASYvAeFf@lY?y?YQ|	Z4220798742	CN(CC1=NN(C)C=N1)C(=O)C1=NN(C)N=C1		0	-1.2454	8	0	11
fewhb@KEktX``bLbbRrbRrbabRRUFJuUhyp@TuUMKTht@@ !BIdA`FgmTId@fPGmTIdAPtblDLPC|B@QTAEQ`YUe@Ic|DUEe@XFTDU@QTXFT@LPc|te@	PV-004315118906	CN(CC1=CC=C(C2=CC=C(Cl)C=C2)O1)C(=O)C1=CN2N=CN=C2N=C1		0	1.9276	7	0	11
fncQb@DBaYH@cIIBehheJdiiF\tYZjjijfjh@@ !B|j?WP|BfJxPZXAi`JxQSFF@Z_?xlFOx@tr_}bOvH?Xc}bLqX_?y??ox@?g|	Z3416810559	CC(C)(C)C(=O)CCCC(=O)N1CCCC12CCS(=N)(=O)CC2		0	2.7465	5	1	4
fegpa@IYFpP@atadbbTTNtTVrTRVhpL^cijfhHBjjh`@@ !B_?xBbOvH?[_}b@JH_?y??`Jw_?{}mw?~@k_}bOvw?[\Bm?vw?[]??`Jw?[_}mpJw?[\	Z4378565724	CCC1=C(C(=O)NC2=CC=C(CN3CCN(C)CC3)C=C2F)SCCO1		0	1.9815	5	1	9
fnkQb@FZ`aP@cIIChihUEdhdbTyIwjmVjjZjh@J`@@ !BiIndiIndfyn[fyn[fzS~_yndbGvw__y?_?{~_?y??g?~_xa}mww~_?y?mwt	Z3701595723	O=C(NC1CC(CC2=CC=CC=C2)C1)N1CCC12CS(=O)(=O)C2		0	1.5035	5	1	6
flupb@IFbhH@aJYewyV\TDktZYjj@Hj@@@ !B?g|_Fa}eaBmSYvU`f]~YwvU`aBmTaLBYYVATaERDpIeeXFU`	Z5404839316	CC1=CC(NCC2=CC3=C(CCOC3)S2)=NC(O)=N1		0	1.4927	5	2	9
feghP@DXeYhLuGdTTRRbfRRRabVlxI^cZji`dJajh`@@ !Bf\@_FhQTnrnYpFAenrnYpAh_FBrfwq|Z@OxXT{lknrllYv@Z?g|_FhPkil@_YUMgXAh	PV-009996066654	CCN(CC1=CC=C2OCOC2=C1)C(=O)NC1=NN(C)C(C(=O)NC)=C1		0	1.2011	9	2	6
fj}h@@@PeYvRJIJY[JIPrXhIW`sUUUMUTr@@ !B`CFYpMKP@k^H@lBfm?tBm|Bf@k\ZXAi`XAiSFOx@KAa??oy??`A??`	Z4347255518	CC(C)(C)N1C=CN=C1CNCC1=CC=NN1C1CCC1		0	0.7595	5	1	13
fnsHc@EIrtT`QB@c`QdTRRtaRbRrbQJAcUmMTmP@UJd@@ !BFEO~_v@ZXFTlYqh_@O{~@@z?@OxBb@JH?X`@?`JH@h`@?`JHs]B@ShQTil@	PV-004684659243	CC1=C(S(=O)(=O)NCC2=CC=C(N3C=NC=N3)C=C2)C=C(Cl)S1		0	2.2694	6	1	2
fbmpA@AFbCDPDILjoNrjdhkTTtuUUUUSP@@ !Bj{mfw{~Nmwtms{F?wqfqot]sCD\LQpqGpLYmcsasDh?~_|CYlFt	Z4347321114	CC1=C(CN2CC(N3CCCN(C)CC3)C2)SC(Br)=C1		0	2.6604	3	0	8
fcopP@DJBBluyEDhiEDh\eehbiaRMyIVhJb@HHZfh@@@ !Bj~uoJiX?jT@PUP^K_?xPJiY@ec}xmIX??Xc}mp^KAxm??g?~ec?}mqAUAxm??g?~?[_}bG?~	Z5125599315	COC(=O)CC1=CC=C(C2(NC(=O)C3=CC(NC(C)=O)=CN=C3C)CC2)C=C1		0	2.224	7	2	12
fj}hA@HDxxH@`ladbTVTQdTVVvBVBgMKUUTDAT@@@ !BJ{oPsPJwL[~H@lwOb@KMs}CMbOtBbHc}?[\@?ovH_[\Bb@JH?X`Bb@	Z7486827239	CC(C)C1=NSC(CNC2(C3=CC=C(F)C=N3)CNC2)=N1		0	1.1547	5	2	7
fncQb@IIExH@cIEMDhcLdehdnJjvfjZjj`@`@@ !B@O{}mpJw@hc}mpC~@OyKdPJw@h`@?ovw@O{}mpC~?[\Bm?vw@OxBmpJw@Ox	Z4291681422	CSC1=C(C(=O)N(CCO)CCOC2=CC=CC=N2)CCCC1		0	1.755	5	1	7
fnspQ@L\MAAZ`BDaFRRFJJIQIUPrRtYp\kURETEBt`@@ !BXAiOkQh_YVA`YUMgGqhlFOy?b@HlY?x@YuMSFHc}bOtZXOy?b@H@?k}q?g|	Z5066959793	CC1=NN(C)C(S(=O)(=O)N2CCC3=C2C=CC=C3S(C)(=O)=O)=C1		0	-0.1642	7	0	2
flePb@AI``@QddaRtTRQdSNFlmUUUUWP@@ !BedAoJovw@OxBmpJw@O{}mpC~@k]??`Jw@Oy??ox@?g}??gF@	Z5229819023	CC(C)(C#N)CN1CCCCC12CCS(=O)(=O)CC2		0	1.3933	4	0	1
fnsp`@DLrANQQQQYIIKQQHtDhuVmTDBU@pD@@@ !B@h`@?ovHiJRdfpJH_?zdf?vH?X`@?g?~_?xBm?vH@O{}mpJH_?xBmpJw?[\	PV-007362483149	CC1=CC(C(=O)N2CC(=CC3=CC=CC=C3)C2)=NC=C1C(N)=O		0	2.0454	5	1	8
fakIB@BBLepICHhddeBdihhdYQ`iIK@ASULuMQP@@ !B?[]??`Jw?[_}mpJwFa}eGv]SXFU`YVAeim~{JvAeFa|XK@C~Tv\XTrqgYuLXK@	Z4199323144	CC1=C(C(=O)NCCC2=CNC3=NC=C(F)C=C23)C=CN1C(C)C		0	2.3654	5	2	14
fnc`c@CZJBPEHRdLbbRrdLrTRVRhqNX@Jijjjh`@@ !BA{RVPF}UA{PGmF}UA{Rt^HlGA{RVPF}UA{PGmOvw?Xa??g?~?X`GmF}U[uT	Z4637722031	CCOC1CCC(CNC(=O)C(F)(F)C2=CC=C(F)C=C2)CC1		0	3.0787	3	1	11
